微博内容,创建时间,微博来源,微博地址,用户昵称,粉丝数,性别,地域,认证类型,是否转发,原微博内容,原微博来源,原微博创建时间,原微博用户昵称,原微博地址
因为精日都是傻逼。说起来挤兑韩国企业精日美什么？在韩国人眼中他们也是傻逼啊。//@真主钦点仁波切:为什么有人会觉得乐天会为了这个事情高兴……卖卡是为了快速收集资金，挪作他用，而不是为了商品清空关门大吉啊//@余则伊藤诚-红色斯图卡:这不就是挤兑狂潮吗,2017-03-05 00:54,HUAWEI Mate 8,http://weibo.com/1820578701/Eyitbq50r,斯库里,543977,男,北京 海淀区,名人认证,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
@平安北京      看不到吗,2017-03-05 00:50,iPhone 6 Plus,http://weibo.com/2713122032/Eyirz2795,王振懿是个天才,15417,男,浙江,名人认证,转发,大家忙着抵制日货抵制乐天，却对眼前的恶意熟视无睹，一个男人如此欺负女孩子，却没有一个人挺身而出，哪怕劝一句拉一下。视频中听出是10号线上的健德门站，已有网友报了110，我明天也将实名向属地派出所报案，希望大家也能举手转发或拨打一个电话。@平安北京 http://t.cn/RiS7YjQ ​,iPhone 7(亮黑),2017-03-04 23:33,WongPok,http://weibo.com/1224818760/EyhW8yLQs
对韩国乐天的态度，很多人包括一些媒体上的评论者的意思也都是：是我们中国人成就了乐天，乐天的70%营业收入是中国人给的，没有中国人就没有乐天的今天。你给钱、乐天给服务，这是两不相欠的，“没有中国人就没有乐天”即使是成立的，那也说明了乐天为中国人提供了很好的、超越于其他对手的服务而已，...全文： http://m.weibo.cn/1760442524/4081736613205286 ​,2017-03-05 00:35,iPhone 7,http://weibo.com/1760442524/EyilfdrQa,孟顺青,8354,男,上海 徐汇区,名人认证,原创,,,,,
回复@混沌-LB:别来狐假虎威，想去学习朝鲜，那将会受到更多人的抵制。既然对别人说需要听取中国人民的呼声，OK，对已经开始影响普通人生活的公共话题，每一位中国公民有权发表自己的个人意见，讲真话。,2017-03-05 00:35,iPad mini,http://weibo.com/1445708247/EyilzAHQj,不沉默的大多数,143164,男,北京,名人认证,转发,辽宁乐天超市丹东万达店因消防不达标被临时查封。今年一月曾因涉嫌虚构原价被通报 http://t.cn/R2WxKEw ​,vivo X6S Plus,2017-03-04 18:42,瑞雪烹梅1120,http://weibo.com/1264694160/Eyg240wWu
//@用户hvjir15lp0: 让纪委调视频，看看是谁？//@刚陈的师律当://@王海:[黑线] //@魏巍去哪了:小百姓们忙活着抵制  官老爷们忙着往家抄货呢,2017-03-05 00:22,360安全浏览器,http://weibo.com/1912150611/Eyig87Lvp,张晨初艺术空间,505657,男,上海,名人认证,转发,质疑：有贪官在乐天使用受贿的购物卡消费？“记者在通灌路乐天玛特一楼服务中心观察到，甚至有顾客拿出一沓购物卡，一次性刷掉数万元…”通常手里有一沓购物卡的，不是卡贩就是受贿贪官，那位一次刷数万元的大款，能不能解释一下购物卡哪儿来的？『顾客:余额用完不再去乐天超市_手机新浪网』...全文： http://m.weibo.cn/1222221682/4081705986220524 ​,iPhone 7 Plus,2017-03-04 22:33,王海,http://weibo.com/1222221682/EyhxQq6f2
//@Alphabet中囯:[doge] //@Misaka_9903://@乌龟吃鳖MgH:哈哈哈哈哈哈哈哈哈哈哈哈哈//@MinaMichita: 哈哈哈哈//@濑川佑太-鬼舅:怀疑被套路//@美城綾人: 汝华了 //@吹雪_坂本:你们快看看你支 //@肉宅厨节操:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈//@laenix_:真讽刺//@秋月厨:笑死了,2017-03-05 00:15,三星 GALAXY Note 4(幻影白色),http://weibo.com/1393889801/EyidtcxoZ,北韩金三胖,554,男,其他,初级达人,转发,"【因担心倒闭后购物卡浪费，乐天超市销售火爆】中国江苏网3月4日讯（李菲）
 由于“众所周知的原因”，近日来，许多国人对韩国乐天集团旗下商家的看法有了改变，3月3日的下午和晚上，记者在实地探访港城市区的3家乐天玛特超市，发现店内销售状况异常火爆，多数前来购物的顾客都是持购物卡消费，称因为...全文： http://m.weibo.cn/3297108941/4081630312029279 ​",专业版微博,2017-03-04 17:32,花生论坛,http://weibo.com/3297108941/EyfzN8vUj
江苏3家乐天玛特销售火爆 有顾客一次消费数万 http://t.cn/Riaor6E ​,2017-03-05 00:13,分享按钮,http://weibo.com/1880982630/Eyick1n4C,汽车生活报,6689,女,北京 朝阳区,媒体认证,原创,,,,,
天猫国际、百年老店商城，京东集团等电商都已经关闭或者下架了乐天旗舰店。 ​,2017-03-05 00:13,华为 P8max,http://weibo.com/5270830262/Eyich6QuP,魏峰Jeff,8160,男,四川 成都,名人认证,原创,,,,,
"-----乐天世界五百强企业即将在中国消失！！！
                这简直就是在作死！棘手。[微笑]
限韩溜。好牛啊……京东和天猫难得的合作一次。 （韩国乐天支持萨德（导弹雷达系统支持三千公里探测）/微笑 将对我国造成严重威胁！！！） ​",2017-03-05 00:12,笑着生活的iPhone 6s Plus,http://weibo.com/5858129427/Eyic22H03,地狱到天堂的人没有之一,3721,男,浙江 杭州,普通用户,原创,,,,,
活久见啊~[摊手][摊手],2017-03-05 00:05,微博 weibo.com,http://weibo.com/2141347175/Eyi9iDnO8,拍照小技巧,1895608,女,澳门 花地玛堂区,名人认证,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
我无FUCK说[摊手],2017-03-05 00:05,微博 weibo.com,http://weibo.com/1658364043/Eyi9bgSzV,全球创意搜罗,3248961,女,北京 东城区,名人认证,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
活久见啊~[摊手][摊手],2017-03-05 00:05,微博 weibo.com,http://weibo.com/2141853335/Eyi9o2AT8,全球汽车资讯,2400309,女,广东 广州,名人认证,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
乐天真是想法可笑[挖鼻],2017-03-05 00:05,微博 weibo.com,http://weibo.com/2140227493/Eyi92FWkl,天天美食推荐,4883296,女,广东 广州,名人认证,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
真是活久见,2017-03-05 00:04,皮皮时光机,http://weibo.com/1922484054/Eyi8OwSBa,全球健身视频,170076,女,广东 广州,普通用户,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
真是活久见,2017-03-05 00:04,微博 weibo.com,http://weibo.com/2143579695/Eyi90ovXP,全球顶尖摄影,3723793,女,海外 美国,名人认证,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
真是活久见,2017-03-05 00:04,皮皮时光机,http://weibo.com/2143296805/Eyi8OynUF,国内自驾游精选,96536,男,北京 东城区,名人认证,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
真是活久见,2017-03-05 00:04,皮皮时光机,http://weibo.com/2142452271/Eyi8QB6g1,最美中国风,463611,女,香港 中西区,名人认证,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
真是活久见,2017-03-05 00:04,皮皮时光机,http://weibo.com/2129884902/Eyi8OwSDy,美食遍天下_,254618,女,广东 广州,普通用户,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
真是活久见,2017-03-05 00:04,皮皮时光机,http://weibo.com/2140151063/Eyi8OxctZ,护肤一点通,747691,女,广东 广州,名人认证,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
不能忍啊[怒],2017-03-05 00:04,微博 weibo.com,http://weibo.com/2143116435/Eyi8MqT3d,全球装饰大全,871012,女,北京 东城区,名人认证,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
真是活久见,2017-03-05 00:04,皮皮时光机,http://weibo.com/2141348155/Eyi8OwSLF,修图课堂,159757,女,广东 广州,普通用户,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
真是活久见,2017-03-05 00:04,皮皮时光机,http://weibo.com/2141334015/Eyi8OxcAL,关于啪那点事,113086,女,香港 中西区,普通用户,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
真是活久见,2017-03-05 00:04,皮皮时光机,http://weibo.com/2140284871/Eyi8OynTm,全球热搜视频,1082368,男,广东 广州,普通用户,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
真是活久见,2017-03-05 00:04,皮皮时光机,http://weibo.com/2140645183/Eyi8OwSYP,女主播时间,576002,女,重庆 万州区,普通用户,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
真是活久见,2017-03-05 00:04,皮皮时光机,http://weibo.com/2140583293/Eyi8OynYk,三只屁屁熊,138514,女,澳门 花地玛堂区,普通用户,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
[怒]//@全球旅游攻略: 真是活久见,2017-03-05 00:03,微博 weibo.com,http://weibo.com/2142168143/Eyi8ADLH8,全球健身中心,11483296,女,广东 广州,名人认证,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
真是活久见,2017-03-05 00:03,微博 weibo.com,http://weibo.com/2247164142/Eyi8ADWlT,全球育儿大全,1625266,女,广东 广州,名人认证,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
#乐天饮料被中国最大单体零售商下架# ，全部更换为@加多宝凉茶 ！为这样的中国企业点赞！#全州印象下架乐天饮料# ,2017-03-05 00:03,iPhone 6s Plus,http://weibo.com/1217313271/Eyi8iA89E,有料先生,9114,男,北京 东城区,名人认证,转发,乐天再遭重创，乐天饮料遭中国最大单体零售商全州印象全面下架。。。国家利益高于一切，为这样的企业点赞。 ​​http://t.cn/RiStGs9 ​,iPhone 6s Plus,2017-03-04 23:49,有料先生,http://weibo.com/1217313271/Eyi2VyA0W
真是活久见,2017-03-05 00:03,微博 weibo.com,http://weibo.com/2141791335/Eyi8vEoMK,全球旅游攻略,1997803,女,海外 美国,名人认证,转发,抵制乐天，死磕到底[怒][怒] ​,微博 weibo.com,2017-03-05 00:01,神店买家秀,http://weibo.com/2139885703/Eyi7qhdJB
乐天超市丹东东港店刚刚被临时查封 ​,2017-03-05 00:02,360安全平台,http://weibo.com/1836589205/Eyi85jBUE,小赵地方微博,17588,男,山东 临沂,高级达人,原创,,,,,
多家中企与乐天断交 美指责我反制萨德 http://t.cn/RiStTAe ​,2017-03-05 00:01,ZAKER新闻杂志,http://weibo.com/1884245222/Eyi7IzEqv,ZAKER新闻频道,12701,男,广东,网站认证,原创,,,,,
//@托斯卡纳的灿烂阳光:做得好,2017-03-04 23:55,HUAWEI Mate 8,http://weibo.com/1403497553/Eyi51C80c,王小东,1701845,男,北京 西城区,名人认证,转发,【抵制乐天，这一届的爱国很理性！】在 “萨德”风波中，乐天集团遭到了我们中国人，尤其是年轻人的一致抵制！与之前的“反日砸车”相比，这一次的抵制更加理性。“理性爱国”更意味着，把自己的国家建设好，让全世界的人都来买中国的商品而不是韩国的。 http://t.cn/RiaXUAH ​,微博 weibo.com,2017-03-04 19:38,军报记者,http://weibo.com/2280198017/EygoKd8Dh
棒子国还这么囂張是吧？那我们就自发性爱国好了,2017-03-04 23:53,iPhone 6s Plus,http://weibo.com/2012353003/Eyi4aFo28,benjiman本杰明,49286,男,北京 朝阳区,名人认证,转发,用漫画告诉你：为什么我们要远离为虎作伥的“乐天”！！！cr@我是肥志 ​,腐大iPhone 6s Plus,2017-03-04 14:09,腐女大本营,http://weibo.com/2166792032/EyefjBAVR
抵制乐天，这一届的爱国很理性！ http://t.cn/RiXO2Ca ​,2017-03-04 23:52,ZAKER新闻杂志,http://weibo.com/1884245222/Eyi3VnXGg,ZAKER新闻频道,12701,男,广东,网站认证,原创,,,,,
乐天再遭重创，乐天饮料遭中国最大单体零售商全州印象全面下架。。。国家利益高于一切，为这样的企业点赞。 ​​http://t.cn/RiStGs9 ​,2017-03-04 23:49,iPhone 6s Plus,http://weibo.com/1217313271/Eyi2VyA0W,有料先生,9114,男,北京 东城区,名人认证,原创,,,,,
[偷笑]不反乐天不是爱国，至于朝鲜士兵和核弹，谁在乎啊//@响马: “中国军队边境部队和公安局正在追查6人的行踪，目前尚未找到”卧槽,2017-03-04 23:45,微博 weibo.com,http://weibo.com/1400229064/Eyi117ChS,tinyfool,104693,男,上海 闵行区,普通用户,转发,【时评：六名朝鲜士兵武装越境窜入东北】发生如此重大的危及中国民众生命安全的事件，我国的官媒报道为什么总在韩媒之后？（热议：#哄抢携程丽江店# 胡歌弃演抵达美国​开启留学之旅；你支持法定婚龄降到18岁吗）[话筒][话筒] http://t.cn/Riauueb ​,微博 weibo.com,2017-03-04 21:50,西子丹67,http://weibo.com/3675736060/EyhglEnre
这样的都不能称为人！,2017-03-04 23:44,iPhone 6s Plus,http://weibo.com/1823773037/Eyi0RBQ42,霸道是姐的格调,14830,女,河南 郑州,高级达人,转发,大家忙着抵制日货抵制乐天，却对眼前的恶意熟视无睹，一个男人如此欺负女孩子，却没有一个人挺身而出，哪怕劝一句拉一下。视频中听出是10号线上的健德门站，已有网友报了110，我明天也将实名向属地派出所报案，希望大家也能举手转发或拨打一个电话。@平安北京 http://t.cn/RiS7YjQ ​,iPhone 7(亮黑),2017-03-04 23:33,WongPok,http://weibo.com/1224818760/EyhW8yLQs
